Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-8,c-19,c-5,2000,WN,SAN,TUS,367,Y
c-4,c-25,c-1,1547,UA,DEN,IAH,861,N
c-12,c-30,c-5,820,OH,CVG,SYR,527,Y
c-5,c-15,c-7,855,WN,MDW,PHX,1444,Y
c-3,c-13,c-7,1739,MQ,GRK,DFW,134,N
c-10,c-24,c-1,1925,WN,MDW,ISP,765,N
c-2,c-22,c-2,2040,OH,EWR,CVG,569,Y
c-9,c-11,c-7,1140,AA,SAN,STL,1558,N
c-8,c-30,c-2,2014,FL,PHL,RIC,198,Y
c-3,c-23,c-3,1959,WN,MCO,MSY,550,N
c-2,c-10,c-4,740,WN,BOI,SEA,399,N
c-11,c-27,c-7,1446,WN,TPA,RDU,587,Y
c-12,c-28,c-3,1915,WN,BHM,SDF,323,Y
c-12,c-21,c-3,1030,OH,XNA,CVG,561,N
c-10,c-24,c-1,1950,EV,PHF,ATL,508,N
c-11,c-24,c-4,1205,OO,PDX,RDM,116,Y
c-11,c-9,c-3,1422,AA,ORD,XNA,522,N
c-3,c-8,c-2,638,DL,SAN,SLC,626,Y
c-6,c-17,c-5,1254,OH,FWA,CVG,136,N
c-2,c-22,c-2,1905,WN,HOU,OKC,419,Y
c-6,c-6,c-1,1832,MQ,OMA,ORD,416,Y
c-10,c-4,c-2,1005,AA,LGA,DFW,1389,N
c-7,c-1,c-5,1750,UA,DTW,ORD,235,Y
c-8,c-30,c-2,1855,UA,LAX,PDX,834,Y
c-9,c-22,c-4,2358,DL,SLC,ATL,1589,N
c-10,c-6,c-4,1926,WN,MDW,SAN,1728,Y
c-10,c-5,c-3,1827,OO,RNO,SFO,192,N
c-10,c-22,c-6,1954,AA,ORD,BNA,409,N
c-8,c-29,c-1,618,MQ,CMH,LGA,478,Y
c-10,c-23,c-7,1518,FL,ATL,LGA,761,N
c-6,c-14,c-2,2019,UA,CLT,ORD,599,Y
c-10,c-26,c-3,1055,DL,LAX,BOS,2611,N
c-4,c-30,c-6,1513,AA,LGA,STL,887,N
c-9,c-8,c-4,1142,AA,IAH,MIA,964,N
c-9,c-6,c-2,1835,MQ,BOS,CMH,640,Y
c-12,c-19,c-1,1356,MQ,BOS,LGA,185,N
c-5,c-11,c-3,2156,HP,ORD,LAS,1515,Y
c-5,c-15,c-7,1817,EV,ABY,ATL,146,Y
c-11,c-29,c-2,2046,AA,DFW,LAX,1235,Y
c-8,c-7,c-7,1116,EV,ISO,ATL,406,Y
c-7,c-18,c-1,832,UA,CLE,ORD,316,N
c-12,c-17,c-6,1627,DL,HOU,ATL,696,N
c-8,c-10,c-3,1315,CO,IAH,MSY,305,N
c-11,c-25,c-5,1125,HA,LIH,HNL,102,N
c-10,c-7,c-5,1122,UA,LGA,ORD,733,Y
c-5,c-13,c-5,1756,OH,CVG,CAE,404,Y
c-8,c-11,c-4,2029,AA,LGA,ORD,733,Y
c-9,c-15,c-4,1837,XE,GSP,IAH,838,N
c-4,c-1,c-5,1345,WN,BWI,MCO,787,N
c-6,c-4,c-6,1201,DH,TPA,IAD,810,Y
c-2,c-16,c-3,751,CO,CLE,LGA,418,N
c-7,c-15,c-5,1240,OH,CVG,ORD,264,N
c-2,c-2,c-3,1603,HP,PHX,DCA,1979,Y
c-1,c-15,c-6,1335,WN,MDW,FLL,1166,Y
c-3,c-20,c-7,655,DL,RSW,ATL,515,Y
c-12,c-31,c-6,1732,B6,ROC,JFK,264,Y
c-1,c-27,c-4,1436,NW,MEM,BNA,200,N
c-5,c-28,c-6,2043,EV,CVG,PNS,608,N
c-7,c-9,c-6,1445,US,IAH,PHL,1324,N
c-12,c-29,c-4,600,DH,BNA,IAD,542,N
c-7,c-8,c-5,1914,FL,CLT,ATL,227,N
c-10,c-30,c-7,1802,US,PHL,DCA,119,Y
c-10,c-25,c-2,920,CO,CLE,SFO,2161,Y
c-2,c-13,c-7,1246,NW,BWI,DTW,408,N
c-10,c-25,c-2,730,DL,PNS,ATL,272,N
c-4,c-22,c-5,1701,DL,PHX,CVG,1569,Y
c-11,c-4,c-5,1234,EV,BHM,ATL,134,N
c-10,c-26,c-3,1841,MQ,BTR,DFW,383,N
c-9,c-6,c-2,806,OH,XNA,CVG,561,N
c-9,c-7,c-3,1010,OO,ORD,FAR,557,N
c-8,c-14,c-7,2325,CO,IAH,SFO,1635,Y
c-3,c-1,c-2,1240,WN,BNA,MCO,616,Y
c-12,c-16,c-5,1632,DL,TPA,LGA,1011,N
c-6,c-15,c-3,1814,F9,MCI,DEN,533,N
c-8,c-5,c-5,2013,EV,AUS,ATL,813,Y
c-5,c-13,c-5,1200,WN,HOU,DAL,239,N
c-12,c-5,c-1,1759,US,PHL,CLT,448,N
c-5,c-13,c-5,531,FL,MDW,ATL,590,N
c-7,c-23,c-6,1327,B6,FLL,JFK,1069,N
c-3,c-30,c-3,1848,CO,IAH,DCA,1208,N
c-6,c-14,c-2,1332,UA,SAN,SFO,447,N
c-3,c-13,c-7,912,CO,RNO,IAH,1530,N
c-8,c-9,c-2,2012,NW,MSP,PVD,1116,Y
c-10,c-13,c-4,1128,WN,SAN,PHX,304,Y
c-9,c-28,c-3,1435,WN,HOU,LAX,1390,N
c-10,c-31,c-1,1834,UA,OMA,DEN,472,N
c-6,c-18,c-6,547,DL,JAX,ATL,270,Y
c-1,c-20,c-4,1950,WN,AUS,BWI,1342,N
c-7,c-22,c-5,909,EV,ATL,SDF,321,Y
c-6,c-13,c-1,1247,OO,COS,ORD,911,N
c-1,c-21,c-5,1452,UA,IAD,DEN,1452,Y
c-7,c-23,c-6,2054,DL,CVG,ABQ,1240,N
c-10,c-27,c-4,1752,XE,PIT,EWR,319,Y
c-8,c-11,c-4,1710,WN,STL,MCO,880,Y
c-7,c-11,c-1,1709,AA,ORD,DEN,888,N
c-12,c-6,c-2,1015,WN,PBI,BWI,883,Y
c-6,c-25,c-6,1859,XE,IAH,VPS,510,N
c-11,c-5,c-6,1826,DL,PDX,SLC,630,N
c-10,c-28,c-5,546,MQ,SBA,LAX,89,N
c-9,c-30,c-5,926,WN,DAL,AUS,189,Y
c-6,c-30,c-4,1929,FL,ATL,MEM,332,Y
c-7,c-18,c-1,1915,FL,MCO,PHL,861,Y
c-1,c-21,c-5,1836,US,CLT,LGA,544,N
c-12,c-21,c-3,1154,DL,IAH,ATL,689,N
c-11,c-29,c-2,1012,WN,SJC,LAS,386,Y
c-1,c-30,c-7,1332,NW,DTW,BUF,240,N
c-12,c-17,c-6,933,XE,IAH,DFW,224,Y
c-2,c-18,c-5,1258,OH,CVG,SHV,686,Y
c-11,c-26,c-6,1315,WN,OAK,MCI,1489,Y
c-11,c-1,c-2,2040,AS,PDX,LAX,834,N
c-4,c-7,c-4,1208,EV,FLO,ATL,273,N
c-7,c-7,c-4,703,XE,MGM,IAH,554,Y
c-10,c-11,c-2,1221,CO,MCO,EWR,938,Y
c-9,c-10,c-6,840,US,DCA,BOS,399,N
c-11,c-1,c-2,656,AA,LGA,ATL,761,N
c-3,c-17,c-4,838,UA,LAX,LAS,236,N
c-3,c-27,c-7,2110,OH,GSP,MCO,449,Y
c-4,c-5,c-2,1954,UA,CLT,ORD,599,Y
c-11,c-22,c-2,1848,OO,ABQ,DEN,349,Y
c-5,c-30,c-1,953,AA,DFW,IAH,224,N
c-8,c-6,c-6,1602,MQ,RDU,MCO,534,N
c-9,c-30,c-5,654,XE,JAN,IAH,351,N
c-11,c-26,c-6,1850,MQ,MDT,ORD,594,N
c-7,c-6,c-3,654,US,DCA,ATL,547,N
c-2,c-3,c-4,715,WN,OAK,PDX,543,N
c-11,c-10,c-4,1640,WN,BWI,BHM,682,Y
c-5,c-27,c-5,1623,NW,DTW,MCO,957,Y
c-6,c-18,c-6,1254,UA,ORD,PDX,1739,Y
c-5,c-19,c-4,2028,HP,FLL,LAS,2174,N
c-11,c-21,c-1,1205,WN,BUR,OAK,325,N
c-9,c-6,c-2,2101,DH,IAD,CMH,299,N
c-7,c-8,c-5,1002,XE,IAH,BTR,253,Y
c-3,c-31,c-4,1415,WN,BNA,MCI,491,N
c-5,c-1,c-7,1935,WN,SEA,SMF,605,N
c-10,c-5,c-3,1745,WN,LAS,BNA,1588,N
c-1,c-27,c-4,652,AS,SEA,SAN,1050,N
c-4,c-2,c-6,1241,DL,ATL,BOS,946,N
c-9,c-29,c-4,941,US,BOS,DCA,399,N
c-8,c-20,c-6,1520,HP,SFO,PHX,651,N
c-1,c-31,c-1,2041,UA,ORD,BOS,867,N
c-1,c-5,c-3,1432,OO,DEN,CPR,230,Y
c-12,c-28,c-3,1802,CO,LAX,IAH,1379,Y
c-10,c-22,c-6,2138,NW,DTW,LGA,501,Y
c-8,c-18,c-4,1141,MQ,SGF,DFW,364,Y
c-10,c-8,c-6,1137,OO,DEN,FAT,844,N
c-6,c-13,c-1,2229,UA,ORD,DTW,235,Y
c-5,c-23,c-1,2143,FL,ATL,ICT,781,Y
c-3,c-11,c-5,853,AA,ORD,SNA,1726,N
c-2,c-14,c-1,1307,AA,DFW,LAS,1055,N
c-1,c-10,c-1,1900,AA,LAX,STL,1593,Y
c-2,c-23,c-3,843,OO,DEN,COS,72,N
c-4,c-25,c-1,1400,AA,DFW,BWI,1217,Y
c-6,c-25,c-6,2340,UA,SFO,IAD,2419,N
c-3,c-20,c-7,1742,OO,MRY,SFO,77,Y
c-4,c-28,c-4,2245,NW,SEA,DTW,1927,N
c-5,c-23,c-1,1639,AS,OAK,SNA,371,N
c-1,c-11,c-2,1203,XE,CLE,LGA,418,Y
c-12,c-15,c-4,954,DL,ATL,BTR,449,Y
c-9,c-19,c-1,1339,NW,STL,MSP,449,N
c-8,c-5,c-5,1513,DL,CVG,CMH,116,N
c-8,c-14,c-7,1546,HA,OGG,HNL,100,N
c-7,c-6,c-3,2156,DL,IND,ATL,432,Y
c-4,c-23,c-6,1607,OO,ORD,TYS,475,Y
c-5,c-12,c-4,1950,OO,ONT,LAX,47,Y
c-10,c-21,c-5,1300,WN,BNA,PHX,1448,Y
c-12,c-26,c-1,1619,NW,DTW,LGA,501,Y
c-1,c-9,c-7,1847,MQ,TUL,DFW,237,N
c-7,c-3,c-7,1605,WN,SJC,ONT,333,N
c-11,c-4,c-5,2146,OH,CVG,TRI,216,N
c-11,c-25,c-5,1017,US,MCI,PHL,1038,N
c-12,c-17,c-6,1030,UA,MSP,ORD,334,N
c-10,c-10,c-1,1735,WN,LAX,IND,1814,N
c-1,c-1,c-6,1918,WN,LAS,SLC,368,Y
c-3,c-22,c-2,910,FL,DFW,LAS,1055,N
c-5,c-26,c-4,1837,CO,IAH,LAS,1222,Y
c-8,c-30,c-2,1823,UA,DEN,TPA,1506,N
c-2,c-25,c-5,1915,WN,PHX,OMA,1037,Y
c-3,c-8,c-2,1138,UA,PVD,ORD,849,N
c-8,c-21,c-7,845,FL,BOS,PHF,464,N
c-6,c-8,c-3,2049,OO,SNA,LAX,36,N
c-8,c-13,c-6,2232,AS,PDX,SFO,550,Y
c-11,c-25,c-5,1541,OO,TVC,ORD,224,N
c-8,c-1,c-1,1022,XE,IAH,BNA,657,N
c-3,c-26,c-6,1122,AA,DFW,EWR,1372,Y
c-12,c-16,c-5,1442,OH,CLT,JFK,541,N
c-2,c-17,c-4,1946,DH,IAD,ORD,589,Y
c-3,c-6,c-7,926,NW,MSP,DFW,852,N
c-3,c-28,c-1,744,OH,RDU,CVG,390,Y
c-8,c-13,c-6,1510,WN,LAS,ONT,197,Y
c-4,c-21,c-4,1535,WN,TPA,SDF,727,N
c-8,c-16,c-2,1651,AA,SAN,DFW,1171,Y
c-11,c-10,c-4,949,NW,DTW,MCO,957,N
c-4,c-9,c-6,937,EV,PIA,ATL,564,N
c-9,c-15,c-4,1840,NW,DTW,ORF,529,Y
c-3,c-11,c-5,2120,US,PHL,CLT,448,Y
c-10,c-2,c-7,1741,DL,ATL,SRQ,445,Y
c-8,c-12,c-5,703,US,IAD,CLT,321,N
c-12,c-27,c-2,753,AA,SMF,DFW,1431,N
c-5,c-1,c-7,1617,HA,LIH,HNL,102,N
c-5,c-4,c-3,1710,NW,MSP,MSN,228,N
c-10,c-28,c-5,1434,XE,MHT,CLE,544,Y
c-4,c-4,c-1,713,UA,JFK,LAX,2475,N
c-2,c-19,c-6,1458,OO,MFR,PDX,222,N
c-9,c-18,c-7,2050,WN,SMF,BUR,358,N
c-3,c-18,c-5,849,XE,CLE,MDW,307,N
c-9,c-15,c-4,1900,OH,BNA,CVG,230,N
c-7,c-4,c-1,1425,EV,ATL,GRR,640,N
c-9,c-12,c-1,708,UA,OMA,DEN,472,N
c-6,c-2,c-4,1130,HP,OAK,LAS,407,N
c-8,c-14,c-7,2257,NW,LAX,DTW,1979,Y
c-9,c-12,c-1,1651,UA,SFO,LAS,414,Y
c-1,c-7,c-5,754,UA,ORD,MSP,334,N
c-1,c-4,c-2,1326,DL,LGA,CVG,585,N
c-3,c-29,c-2,2316,OO,SLC,EKO,200,Y
c-8,c-26,c-5,1118,OO,SLC,BTM,357,N
c-4,c-29,c-5,1842,HP,SAN,PHX,304,N
c-9,c-27,c-2,816,AS,SEA,LGB,965,N
c-11,c-12,c-6,1222,WN,MSY,TPA,487,Y
c-8,c-31,c-3,1306,MQ,DFW,PNS,604,Y
c-4,c-6,c-3,1930,WN,CLE,MDW,307,N
c-8,c-20,c-6,920,AA,ORD,LAX,1745,N
c-4,c-11,c-1,1416,MQ,CMH,LGA,478,Y
c-9,c-22,c-4,1829,WN,IND,LAX,1814,Y
c-10,c-20,c-4,551,B6,BQN,JFK,1576,N
c-1,c-23,c-7,1921,FL,ATL,MEM,332,Y
c-11,c-3,c-4,1323,DL,ATL,LIT,453,N
c-12,c-6,c-2,1200,WN,MCO,ALB,1073,N
c-3,c-26,c-6,2119,NW,DTW,BWI,408,N
c-12,c-26,c-1,1747,DL,ATL,LGA,761,Y
c-2,c-11,c-5,1821,US,LGA,PIT,335,Y
c-1,c-1,c-6,930,UA,LAS,LAX,236,Y
c-6,c-9,c-4,1516,OO,SUN,SLC,223,N
c-1,c-29,c-6,1844,EV,DFW,MSY,448,Y
c-8,c-8,c-1,2219,CO,LGA,IAH,1416,Y
c-5,c-18,c-3,1500,US,DCA,FLL,899,Y
c-3,c-3,c-4,1521,MQ,CRP,DFW,354,Y
c-4,c-9,c-6,730,US,ORF,CLT,290,Y
c-2,c-12,c-6,2249,HP,LAS,DTW,1750,N
c-11,c-1,c-2,2125,WN,BWI,BHM,682,N
c-5,c-24,c-2,2145,WN,MDW,CMH,284,N
c-9,c-27,c-2,800,WN,LAS,PHX,256,N
c-11,c-9,c-3,755,WN,FLL,PHL,992,N
c-5,c-25,c-3,1420,US,IAH,PHL,1324,Y
c-5,c-22,c-7,1515,UA,ORD,BOS,867,Y
c-7,c-19,c-2,1202,WN,ORF,LAS,2155,Y
c-9,c-11,c-7,1840,WN,DTW,MDW,229,Y
c-3,c-1,c-2,1808,UA,LGA,ORD,733,Y
c-10,c-30,c-7,1725,WN,MDW,DTW,229,Y
c-11,c-28,c-1,1150,EV,JFK,ATL,760,Y
c-1,c-9,c-7,1405,WN,LAS,SMF,397,Y
c-12,c-3,c-6,1655,WN,PHX,SNA,338,Y
c-7,c-17,c-7,1101,MQ,ORD,DSM,299,N
c-2,c-17,c-4,710,OO,ORD,STL,258,Y
c-1,c-24,c-1,2017,MQ,ORD,CMH,296,N
c-11,c-4,c-5,1101,UA,DEN,EWR,1605,Y
c-12,c-20,c-2,1652,OH,RDU,JFK,426,Y
c-3,c-3,c-4,748,UA,BOI,ORD,1437,N
c-3,c-12,c-6,906,US,SFO,PHL,2521,N
c-9,c-26,c-1,1018,OO,XNA,DEN,616,N
c-7,c-20,c-3,2115,WN,BWI,MDW,611,Y
c-5,c-13,c-5,617,F9,SAN,DEN,853,N
c-5,c-29,c-7,723,NW,RDU,MEM,634,N
c-7,c-7,c-4,1217,UA,IAD,TPA,810,N
c-4,c-1,c-5,658,US,LGA,BOS,185,N
c-9,c-12,c-1,1837,CO,IAH,MEM,469,N
c-12,c-18,c-7,1710,WN,DAL,MSY,437,Y
c-9,c-11,c-7,1657,XE,EWR,BNA,748,N
c-5,c-18,c-3,1948,UA,ORD,SJC,1829,N
c-12,c-27,c-2,1652,XE,IND,CLE,261,N
c-6,c-20,c-1,1859,OH,FWA,CVG,136,N
c-10,c-30,c-7,2105,FL,ATL,IND,432,N
c-3,c-16,c-3,1207,CO,LAX,IAH,1379,N
c-1,c-3,c-1,1448,DH,ATL,IAD,533,Y
c-11,c-10,c-4,937,AA,DFW,STL,551,N
c-4,c-9,c-6,1100,MQ,GRR,ORD,137,Y
c-9,c-10,c-6,1620,WN,SEA,GEG,224,Y
c-7,c-31,c-7,1024,DL,ATL,ORD,606,Y
c-9,c-5,c-1,1446,DL,ATL,IAH,689,N
c-11,c-23,c-3,906,DL,BOS,ATL,946,N
c-6,c-24,c-5,1456,DL,CVG,DCA,411,N
c-3,c-1,c-2,1541,DL,ATL,CLT,227,N
c-9,c-11,c-7,1359,HP,SFO,LAS,414,N
c-8,c-14,c-7,634,EV,MGM,ATL,147,Y
c-8,c-26,c-5,2031,XE,CLE,DAY,162,N
c-8,c-27,c-6,1225,US,PHL,BOS,280,N
c-12,c-6,c-2,2022,UA,DEN,MCI,533,Y
c-6,c-15,c-3,1305,OH,CVG,SAT,1024,Y
c-8,c-2,c-2,1100,WN,LAS,BHM,1618,Y
c-1,c-14,c-5,1109,UA,SFO,ORD,1846,Y
c-5,c-22,c-7,1707,DH,IAD,EWR,213,N
c-3,c-5,c-6,916,WN,DAL,MSY,437,Y
c-6,c-9,c-4,1025,WN,AUS,DAL,189,N
c-1,c-21,c-5,945,WN,ONT,PHX,325,N
c-7,c-28,c-4,932,AA,MSY,ORD,837,N
c-11,c-20,c-7,1420,WN,AUS,BNA,756,Y
c-11,c-21,c-1,1921,DL,JAX,ATL,270,Y
c-10,c-9,c-7,1051,OH,DCA,BOS,399,N
c-7,c-11,c-1,1841,XE,CLE,HPN,425,N
c-8,c-19,c-5,1922,AA,MIA,ORD,1197,N
c-2,c-22,c-2,1015,WN,PHX,MCO,1848,Y
c-6,c-19,c-7,1443,WN,OAK,SAN,446,Y
c-2,c-3,c-4,1629,AA,JFK,LAX,2475,Y
c-7,c-13,c-3,1240,WN,MCO,BUF,1011,Y
c-7,c-27,c-3,1124,AA,ORD,SJU,2072,Y
c-1,c-9,c-7,1122,HP,DEN,PHX,602,N
c-4,c-14,c-4,1325,CO,PHX,IAH,1009,N
c-8,c-11,c-4,1621,OH,CVG,MSN,373,N
c-7,c-4,c-1,1736,AA,SJU,TPA,1237,N
c-7,c-10,c-7,2215,WN,BNA,BWI,588,Y
c-10,c-7,c-5,1210,WN,BNA,HOU,670,N
c-12,c-21,c-3,1220,WN,MSY,HOU,303,Y
c-11,c-18,c-5,1803,DL,TPA,BDL,1111,Y
c-7,c-21,c-4,1827,DL,ATL,TPA,406,Y
c-10,c-5,c-3,1602,AA,DFW,SFO,1464,N
c-3,c-1,c-2,712,XE,ALB,EWR,143,Y
c-7,c-14,c-4,1635,WN,PHX,SMF,647,N
c-12,c-9,c-5,1105,OH,FSD,CVG,701,Y
c-12,c-21,c-3,1323,AA,MCI,DFW,460,Y
c-8,c-26,c-5,1848,AS,SAN,SEA,1050,N
c-5,c-2,c-1,1855,F9,IAH,DEN,861,N
c-2,c-27,c-7,1445,WN,TPA,BWI,842,N
c-5,c-1,c-7,705,EV,CRP,ATL,876,N
c-1,c-14,c-5,1736,DL,ATL,IAH,689,N
c-5,c-14,c-6,1300,MQ,MIA,RIC,826,N
c-8,c-31,c-3,1746,XE,IAH,STL,668,Y
c-3,c-1,c-2,946,NW,MSP,RNO,1406,Y
c-12,c-17,c-6,1359,AS,SNA,SEA,978,N
c-2,c-27,c-7,1731,OO,CEC,ACV,56,N
c-10,c-9,c-7,1739,HP,ATL,PHX,1587,Y
c-3,c-25,c-5,2025,CO,CLE,FLL,1062,Y
c-5,c-17,c-2,654,UA,SEA,LAX,954,N
c-12,c-17,c-6,1605,EV,RDU,CVG,390,Y
c-2,c-10,c-4,1329,UA,ORD,STL,258,Y
c-12,c-7,c-3,938,XE,OKC,EWR,1325,N
c-9,c-8,c-4,1603,NW,DTW,BOS,632,Y
c-5,c-24,c-2,615,WN,ONT,SJC,333,N
c-10,c-29,c-6,1930,WN,OAK,LAX,337,N
c-10,c-1,c-6,630,OH,TUL,CVG,646,N
c-9,c-15,c-4,736,AA,AUS,DFW,190,N
c-9,c-15,c-4,1910,DL,BDL,LAX,2527,Y
c-7,c-15,c-5,950,MQ,SHV,DFW,190,Y
c-8,c-29,c-1,635,AA,MCI,LGA,1107,N
c-7,c-16,c-6,958,WN,PHX,TPA,1788,Y
c-6,c-11,c-6,939,UA,LAX,MCO,2217,N
c-6,c-30,c-4,2025,WN,PHX,LAX,370,Y
c-7,c-16,c-6,1742,DL,ATL,ORD,606,Y
c-4,c-21,c-4,1723,OO,SBP,LAX,155,Y
c-12,c-31,c-6,1356,EV,IAH,SLC,1195,Y
c-10,c-5,c-3,846,DL,ORD,ATL,606,N
c-2,c-9,c-3,1916,DL,ATL,ONT,1900,N
c-3,c-3,c-4,1802,US,BOS,CLT,728,N
c-5,c-27,c-5,1838,UA,IAD,MCO,758,Y
c-3,c-28,c-1,928,DL,ATL,GSP,153,Y
c-1,c-30,c-7,926,NW,DTW,MSY,926,N
c-9,c-1,c-4,822,EV,ATL,ISP,795,N
c-6,c-29,c-3,832,DL,ATL,DFW,732,N
c-9,c-1,c-4,1408,WN,LAS,RNO,345,N
c-3,c-11,c-5,1021,DL,LAX,TPA,2158,N
c-7,c-13,c-3,1241,CO,IAH,LAX,1379,Y
c-12,c-11,c-7,1145,NW,FLL,DTW,1127,Y
c-7,c-2,c-6,1431,B6,FLL,JFK,1069,N
c-1,c-3,c-1,1506,B6,JFK,MSY,1182,Y
c-10,c-1,c-6,1844,OO,SFO,EUG,451,Y
c-6,c-3,c-5,1230,WN,SAN,SMF,480,Y
c-10,c-25,c-2,2140,WN,BWI,RDU,255,Y
c-11,c-29,c-2,1638,WN,ISP,PBI,1052,Y
c-8,c-9,c-2,1204,EV,LFT,ATL,503,Y
c-7,c-24,c-7,1443,AA,DFW,BOS,1562,Y
c-4,c-10,c-7,1505,OH,CVG,HTS,123,N
c-10,c-22,c-6,1924,OH,BNA,CVG,230,Y
c-3,c-10,c-4,2138,FL,ATL,MLI,633,Y
c-8,c-24,c-3,2404,EV,ATL,VLD,208,Y
c-5,c-6,c-5,1628,WN,TPA,SDF,727,Y
c-10,c-25,c-2,1529,MQ,JAN,DFW,408,N
c-2,c-2,c-3,1157,AA,DFW,FLL,1119,Y
c-5,c-27,c-5,1852,WN,PHX,SNA,338,N
c-3,c-28,c-1,1835,WN,PHL,MCO,861,Y
c-8,c-28,c-7,1025,WN,FLL,BNA,793,N
c-8,c-16,c-2,1651,HP,PHX,SJC,621,Y
c-7,c-7,c-4,727,DL,RSW,CVG,879,N
c-12,c-12,c-1,2140,WN,BWI,ISP,220,N
c-12,c-22,c-4,1605,WN,MCO,BNA,616,Y
c-5,c-14,c-6,1622,US,CHS,DCA,444,Y
c-5,c-25,c-3,1909,MQ,CLL,DFW,164,Y
c-5,c-8,c-7,1100,FL,DFW,LAS,1055,N
c-3,c-23,c-3,1150,NW,LGA,MEM,963,Y
c-7,c-11,c-1,911,CO,CLE,LGA,418,N
c-2,c-7,c-1,1815,WN,SLC,LAS,368,Y
c-10,c-20,c-4,1621,AS,SEA,ONT,956,Y
c-6,c-12,c-7,1829,NW,BWI,DTW,408,N
c-11,c-11,c-5,2048,XE,EWR,GSP,594,Y
c-3,c-28,c-1,1525,OH,CVG,STL,307,Y
c-12,c-15,c-4,350,NW,HNL,PDX,2603,Y
c-9,c-14,c-3,1359,DL,BWI,ATL,576,N
c-3,c-23,c-3,1636,DL,FLL,JFK,1069,Y
c-8,c-25,c-4,1110,WN,PHX,SJC,621,N
c-7,c-18,c-1,1230,OH,TOL,CVG,181,Y
c-7,c-28,c-4,905,MQ,DFW,SGF,364,Y
c-10,c-17,c-1,1730,MQ,ORD,XNA,522,Y
c-7,c-23,c-6,2212,WN,PHX,ELP,347,Y
c-12,c-19,c-1,1730,WN,HOU,DAL,239,N
c-7,c-25,c-1,1830,US,TPA,DCA,814,Y
c-10,c-12,c-3,1438,EV,ATL,GRR,640,Y
c-4,c-21,c-4,1045,OO,SGF,ORD,438,N
c-12,c-10,c-6,858,DL,ATL,BWI,576,N
c-7,c-18,c-1,1100,DL,LGA,DCA,214,Y
c-4,c-1,c-5,1655,WN,SJC,PDX,569,N
c-9,c-20,c-2,1404,EV,ATL,VPS,264,Y
c-7,c-25,c-1,1747,MQ,DFW,CRP,354,N
c-1,c-3,c-1,1606,OH,CHS,CVG,497,N
c-1,c-29,c-6,1200,OH,CLT,CVG,335,Y
c-11,c-21,c-1,2103,DL,ATL,SFO,2139,Y
c-1,c-3,c-1,1311,HP,SFO,LAS,414,Y
c-10,c-18,c-2,1250,WN,TUL,LAS,1076,Y
c-10,c-7,c-5,1810,FL,ATL,FLL,581,Y
c-1,c-27,c-4,1243,OO,FSD,DEN,483,Y
c-11,c-20,c-7,2002,DL,ATL,MCI,692,Y
c-7,c-14,c-4,2148,MQ,LBB,DFW,282,Y
c-7,c-14,c-4,1808,AA,MIA,LGA,1097,Y
c-7,c-18,c-1,1056,XE,SAT,IAH,191,Y
c-10,c-28,c-5,2236,EV,ATL,TUP,253,Y
c-5,c-5,c-4,1650,DL,JFK,SJU,1597,Y
c-3,c-16,c-3,934,MQ,DFW,ACT,89,N
c-9,c-1,c-4,1955,DL,MCO,JFK,944,Y
c-3,c-6,c-7,2219,US,PHL,DCA,119,Y
c-1,c-4,c-2,1220,NW,ONT,MSP,1494,Y
c-11,c-7,c-1,1003,EV,GRR,ATL,640,N
c-2,c-12,c-6,1051,AA,DTW,DFW,987,Y
c-11,c-11,c-5,1325,WN,SJC,SNA,342,Y
c-12,c-9,c-5,2109,WN,OAK,PDX,543,Y
c-5,c-24,c-2,1925,WN,TPA,CMH,829,N
c-1,c-8,c-6,1322,EV,CSG,ATL,83,N
c-3,c-14,c-1,1843,CO,MSY,IAH,305,N
c-3,c-10,c-4,709,NW,MSP,EWR,1008,N
c-8,c-30,c-2,959,DL,JFK,FLL,1069,N
c-10,c-9,c-7,2227,UA,HNL,DEN,3365,N
c-7,c-9,c-6,943,AA,COS,DFW,592,Y
c-10,c-17,c-1,1210,US,EWR,CLT,529,N
c-2,c-18,c-5,1946,US,CLT,FLL,631,N
c-5,c-6,c-5,1056,MQ,BUF,LGA,292,Y
c-3,c-1,c-2,634,UA,ORD,EWR,719,N
c-11,c-22,c-2,1120,CO,DEN,IAH,861,N
c-8,c-6,c-6,1950,EV,ISP,ATL,795,Y
c-7,c-30,c-6,1119,DL,SLC,JAC,205,N
c-5,c-15,c-7,1242,HP,SMF,PHX,647,N
c-4,c-29,c-5,1314,DL,BOI,SLC,291,N
c-3,c-28,c-1,1650,HP,LAS,SNA,226,N
c-9,c-19,c-1,1108,UA,ORD,LGA,733,Y
c-2,c-27,c-7,1739,AS,SEA,SJC,697,Y
c-12,c-14,c-3,1447,UA,DEN,SLC,391,Y
c-9,c-30,c-5,2148,OO,SLC,SUN,223,N
c-6,c-6,c-1,1153,UA,DEN,SNA,846,Y
c-11,c-6,c-7,919,FL,ATL,HOU,696,N
c-8,c-31,c-3,1827,HP,RNO,PHX,601,N
c-6,c-20,c-1,1244,FL,MLI,ATL,633,N
c-5,c-2,c-1,1117,OH,GSO,CVG,330,N
c-8,c-25,c-4,1413,FL,PHL,ATL,665,Y
